Age,HourlyRate,Education,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,DailyRate,MonthlyRate,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Gender_F,Gender_M,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Department_Human Resources,Department_Research & Development,Department_Sales,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,OverTime_No,OverTime_Yes
34,45,1,3,1,3,2,4,618,22266,7756,0,17,3,3,80,0,7,1,2,6,2,0,4,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
41,64,3,9,1,3,5,3,840,3735,19419,2,17,3,2,80,1,21,2,4,18,16,0,11,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
35,86,3,4,4,3,3,1,1204,10333,9582,0,22,4,1,80,0,9,2,3,8,7,4,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
35,71,3,22,2,4,3,2,1315,19100,11996,7,18,3,2,80,1,10,6,2,7,7,6,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
35,86,3,18,3,3,2,3,1219,6179,4601,1,16,3,2,80,0,5,3,3,5,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
25,85,2,5,2,4,2,1,675,18384,4000,1,12,3,4,80,2,6,2,3,6,3,1,5,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
49,96,4,5,1,3,2,3,1495,21534,6651,2,14,3,2,80,1,20,0,2,3,2,1,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
36,63,4,10,2,2,2,3,1266,6060,5673,1,13,3,1,80,1,10,4,3,10,9,1,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
26,66,3,24,3,1,1,4,471,23213,2340,1,18,3,2,80,0,1,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
58,37,4,10,4,3,4,3,682,24409,13872,0,13,3,3,80,0,38,1,2,37,10,1,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
27,90,3,20,4,3,2,3,1242,12916,9981,1,14,3,4,80,0,7,2,3,7,7,0,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
42,78,4,7,2,4,2,2,603,5628,2372,6,16,3,4,80,0,18,2,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
29,78,3,2,1,2,2,2,1210,3687,6644,2,19,3,2,80,2,10,2,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
27,47,4,2,1,3,2,4,1055,4658,4227,0,18,3,2,80,1,4,2,3,3,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
42,95,3,13,2,4,2,1,1128,5696,5538,5,18,3,3,80,2,10,2,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
30,57,1,7,4,3,1,2,413,18398,2983,0,14,3,1,80,0,4,3,3,3,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
20,83,3,1,4,2,1,2,959,11757,2836,1,13,3,4,80,0,1,0,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
32,79,2,2,4,3,1,4,1005,11864,3068,0,13,3,3,80,0,8,2,2,7,7,3,6,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
21,45,2,10,1,2,1,3,251,25308,2625,1,20,4,3,80,0,2,2,1,2,2,2,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
27,43,1,2,4,1,2,4,793,20392,5071,3,20,4,2,80,0,8,3,3,6,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
18,69,3,5,2,3,1,2,1306,8059,1878,1,14,3,4,80,0,0,3,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
18,54,3,3,3,3,1,3,230,25233,1420,1,13,3,3,80,0,0,2,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
30,63,2,4,3,2,2,2,1334,19760,5209,1,12,3,2,80,3,11,4,2,11,8,2,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
41,94,4,9,3,3,1,1,548,20520,2289,1,20,4,2,80,2,5,2,3,5,3,0,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
28,92,3,1,1,3,1,3,1496,15747,2909,3,15,3,4,80,1,5,3,4,3,2,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
30,55,1,1,4,2,2,4,852,15998,5126,1,12,3,3,80,2,10,1,2,10,8,3,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
21,36,3,10,3,2,1,1,1334,17258,1416,1,13,3,1,80,0,1,6,2,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
36,81,3,15,1,3,2,3,660,7858,4834,7,14,3,2,80,1,9,3,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
32,43,3,8,2,3,3,4,967,15589,8998,1,14,3,4,80,0,9,2,3,9,8,3,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
38,66,1,10,3,3,1,3,1391,12127,2684,0,17,3,2,80,1,3,0,2,2,1,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
32,48,4,1,3,3,3,4,801,24032,10422,1,19,3,3,80,2,14,3,3,14,10,5,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
27,53,2,5,4,3,1,4,1297,19826,2379,0,14,3,3,80,0,6,3,2,5,4,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
29,39,1,10,4,2,2,2,144,11866,8268,1,14,3,1,80,2,7,2,3,7,7,1,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
29,76,3,2,3,3,1,2,1328,4956,2703,0,23,4,4,80,1,6,3,3,5,4,0,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
33,49,3,7,3,3,3,3,213,25995,11691,0,11,3,4,80,0,14,3,4,13,9,3,7,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
50,59,3,9,3,3,5,3,264,19519,19331,4,16,3,3,80,1,27,2,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
32,33,3,1,1,3,2,4,427,10877,6162,1,22,4,2,80,1,9,3,3,9,8,7,8,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
36,90,3,10,4,3,3,1,1383,25949,8321,7,13,3,4,80,1,15,1,3,12,8,5,7,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
36,80,4,26,1,3,2,3,1351,7419,5347,6,14,3,2,80,2,10,2,2,3,2,0,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
38,44,2,7,1,4,2,1,322,19191,5605,1,24,4,3,80,1,8,3,3,8,0,7,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
55,85,4,13,1,4,4,3,267,9277,13695,6,17,3,3,80,0,24,2,2,19,7,3,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
30,84,3,5,4,3,1,1,201,10415,3204,5,14,3,4,80,1,8,3,3,3,2,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
45,65,2,2,1,2,4,4,1195,20462,16792,9,23,4,4,80,1,22,1,3,20,8,11,8,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
37,95,3,14,4,3,1,1,1107,26914,3034,1,12,3,3,80,1,18,2,2,18,7,12,17,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
51,84,3,2,4,1,2,2,1302,16321,5482,5,18,3,4,80,1,13,3,3,4,1,1,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
30,61,4,29,3,3,2,1,1329,13192,4115,8,19,3,3,80,3,8,3,3,4,3,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
29,35,3,27,2,3,3,4,121,24525,7639,1,22,4,4,80,3,10,3,2,10,4,1,9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
32,36,1,2,3,3,2,2,499,20497,4078,0,13,3,1,80,3,4,3,2,3,2,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
39,41,4,19,4,3,2,4,835,5141,3902,8,14,3,2,80,3,7,2,3,2,2,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
37,54,1,4,3,3,1,3,1439,5182,2996,7,15,3,4,80,0,8,2,3,6,4,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
36,65,4,7,2,3,1,4,188,23293,4678,2,18,3,3,80,0,8,6,3,6,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
38,80,3,1,4,3,3,1,1333,16292,13582,1,13,3,2,80,1,15,3,3,15,12,5,11,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
48,96,3,7,3,3,2,1,1221,24795,5486,4,11,3,1,80,3,15,3,3,2,2,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
26,71,2,1,1,1,1,4,575,5288,4364,3,14,3,1,80,1,5,2,3,2,2,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
33,72,3,14,4,3,1,2,931,4673,2756,1,13,3,4,80,1,8,5,3,8,7,1,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
57,83,2,24,3,4,3,4,334,23402,9439,3,16,3,2,80,1,12,2,1,5,3,1,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
38,42,3,2,4,2,1,2,148,23826,2440,1,22,4,2,80,0,4,3,3,4,3,3,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
42,31,3,10,3,3,4,1,1147,16616,16799,0,14,3,3,80,1,21,5,3,20,7,0,9,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
36,48,4,3,1,2,3,4,541,7246,9699,4,11,3,1,80,1,16,2,3,13,9,1,12,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
51,83,3,9,4,3,5,2,237,19196,19847,4,24,4,1,80,1,31,5,2,29,10,11,10,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
45,97,3,7,1,3,3,1,1249,20308,5210,1,18,3,1,80,1,24,2,3,24,9,9,11,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
40,52,4,2,3,2,1,3,1322,2725,2809,2,14,3,4,80,0,8,2,3,2,2,2,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
43,85,3,9,1,1,2,3,1372,9489,5346,8,13,3,2,80,0,7,2,2,4,3,1,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
35,30,4,23,3,3,1,1,1142,16002,4014,3,15,3,3,80,1,4,3,3,2,2,2,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
26,53,2,4,3,3,1,4,583,9973,2875,1,20,4,2,80,0,8,2,2,8,5,2,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
31,30,1,24,4,3,2,4,163,6670,5238,2,20,4,4,80,0,9,3,2,5,4,1,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
37,42,3,10,3,4,3,4,161,15471,13744,1,25,4,1,80,1,16,2,3,16,11,6,8,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
34,66,2,15,3,3,2,1,507,23553,6125,1,12,3,4,80,0,10,6,4,10,8,9,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
53,59,3,7,3,4,4,3,970,13514,14814,3,19,3,3,80,0,32,3,3,5,1,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
40,88,4,7,2,3,5,2,611,4349,19833,1,14,3,2,80,0,21,3,2,21,8,12,8,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
47,82,3,9,3,1,4,3,1093,24164,12936,7,11,3,3,80,0,25,3,1,23,5,14,10,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
30,85,2,25,4,3,2,3,641,6069,4736,7,12,3,2,80,1,4,2,4,2,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
31,41,4,7,2,2,1,3,154,11737,2329,3,15,3,2,80,0,13,2,4,7,7,5,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
52,31,4,3,3,2,4,1,621,10084,16856,1,11,3,1,80,0,34,3,4,34,6,1,16,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
26,84,3,1,3,3,2,2,1479,26767,6397,1,20,4,1,80,1,6,6,1,6,5,1,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
44,37,5,1,1,3,2,4,602,10503,5743,4,11,3,3,80,0,14,3,3,10,7,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
45,74,3,9,4,3,3,1,930,19239,10761,4,12,3,3,80,1,18,2,3,5,4,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
20,98,3,11,4,2,1,1,1097,18275,2600,1,15,3,1,80,0,1,2,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
28,42,3,21,3,3,1,4,440,6672,2713,1,11,3,3,80,1,5,2,1,5,2,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
39,44,4,21,1,2,2,4,1498,3567,6120,3,12,3,4,80,2,8,2,4,5,4,1,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
37,85,3,19,3,3,2,3,671,26493,5768,3,17,3,1,80,3,9,2,2,4,3,0,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
31,67,4,5,1,3,2,4,1112,22589,5476,1,11,3,1,80,2,10,2,3,10,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
34,86,4,2,3,2,1,1,121,7530,4381,1,11,3,3,80,0,6,3,3,6,5,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
37,65,4,1,2,3,2,2,446,15701,6447,6,12,3,2,80,1,8,2,2,6,5,4,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
28,84,3,1,4,3,1,1,640,4732,2080,2,11,3,2,80,0,5,2,2,3,2,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
31,86,4,5,3,3,1,4,691,10077,4821,0,12,3,3,80,1,6,4,3,5,2,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
50,43,3,28,4,3,4,1,1322,22422,16880,4,11,3,2,80,0,25,2,3,3,2,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
43,38,3,17,3,2,1,3,807,15587,2437,9,16,3,4,80,1,6,4,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
27,85,1,2,3,3,1,1,1420,16346,3041,0,11,3,2,80,1,5,3,3,4,3,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
45,30,2,4,3,3,2,1,1268,6319,5006,4,11,3,1,80,1,9,3,4,5,4,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
54,30,3,26,4,4,4,4,142,13871,17328,2,12,3,3,80,0,23,3,3,5,3,4,4,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
35,43,4,11,4,3,1,3,1490,20232,2660,7,11,3,3,80,1,5,3,3,2,2,2,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
30,62,2,8,3,3,3,3,231,9977,7264,5,11,3,1,80,1,10,2,4,8,4,7,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
22,85,2,26,2,2,1,3,457,10293,2814,1,14,3,2,80,0,4,2,2,4,2,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
55,71,4,26,3,4,5,2,189,25811,19636,4,18,3,1,80,1,35,0,3,10,9,1,4,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
54,68,4,7,4,3,2,4,431,15696,6854,4,15,3,2,80,1,14,2,2,7,1,1,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
31,90,4,1,3,1,2,3,979,4381,4345,0,12,3,4,80,1,6,2,3,5,4,1,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
20,49,3,2,3,2,1,3,500,22052,2044,1,13,3,4,80,0,2,3,2,2,2,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
49,61,1,8,3,2,2,2,279,24907,5130,1,23,4,4,80,1,10,3,3,10,7,1,7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
37,72,5,25,2,3,2,3,1063,23866,4449,3,15,3,1,80,2,15,2,3,13,11,10,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
25,57,1,2,4,3,1,3,977,7298,3977,6,19,3,3,80,1,7,2,2,2,2,0,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
29,87,1,3,2,3,1,1,1370,16213,4723,1,18,3,4,80,0,10,3,3,10,9,1,5,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
28,78,3,3,2,3,1,2,1172,3692,2856,1,19,3,4,80,1,1,3,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
41,56,3,14,1,3,1,3,465,4609,2451,4,12,3,1,80,1,13,2,3,9,8,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
31,45,2,20,4,3,2,3,1188,24406,6932,1,13,3,4,80,1,9,2,2,9,8,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
30,96,1,16,4,3,2,3,1358,2939,5301,8,15,3,3,80,2,4,2,2,2,1,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
36,73,1,18,2,3,1,4,635,7703,2153,1,13,3,1,80,0,8,2,3,8,1,1,7,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
54,85,3,3,4,3,4,4,685,23474,17779,3,14,3,1,80,0,36,2,3,10,9,0,9,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
38,32,2,2,4,3,3,2,130,20619,7351,7,16,3,3,80,0,10,2,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
38,88,4,2,4,3,2,3,1261,7259,6553,9,14,3,2,80,0,14,3,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
38,44,3,23,4,2,3,3,216,8787,9526,0,21,4,2,80,0,10,2,3,9,7,1,8,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
28,78,4,19,4,2,1,1,1179,12449,3196,1,12,3,3,80,3,6,2,3,6,5,3,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
34,75,4,1,2,4,2,4,216,12278,9725,0,11,3,4,80,1,16,2,2,15,1,0,9,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
36,45,5,1,4,3,2,4,845,15276,6653,4,15,3,2,80,0,7,6,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
29,73,2,24,4,2,1,4,459,14753,2439,1,24,4,2,80,0,1,3,2,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
54,31,4,20,4,3,2,3,928,16885,4869,3,12,3,4,80,0,20,4,2,4,3,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
36,81,4,18,3,4,1,4,566,7122,3688,4,18,3,4,80,2,4,2,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
36,100,4,11,2,2,2,4,1120,14369,6652,4,13,3,1,80,1,8,2,2,6,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
32,62,4,1,4,3,2,1,1200,25174,4087,4,14,3,2,80,1,9,3,2,6,5,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
60,84,4,16,1,3,2,1,1179,11924,5405,8,14,3,4,80,0,10,1,3,2,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
33,90,4,8,4,4,1,1,867,6076,3143,6,19,3,2,80,1,14,1,3,10,8,7,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
38,90,3,1,4,3,2,4,1189,9867,4735,7,15,3,4,80,2,19,4,4,13,11,2,9,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
29,69,1,15,2,1,1,4,942,26933,2168,0,18,3,1,80,1,6,2,2,5,4,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
53,34,1,1,4,3,2,1,238,7507,8381,7,20,4,4,80,0,18,2,4,14,7,8,10,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
55,37,2,20,2,3,2,4,147,15972,5415,3,19,3,4,80,1,12,4,3,10,7,0,8,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
50,100,3,10,4,2,3,4,1046,2755,10496,6,15,3,4,80,0,20,2,3,4,3,1,3,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
